Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
13-Oct-20,EQ,"1,135.55","1,166.05","1,135.55","1,132.10","1,160.00","1,157.80","1,149.41","1,166.05",509.25,"1,75,24,137","20,14,24,92,307.75","3,16,392"
12-Oct-20,EQ,"1,123.00","1,140.00","1,112.10","1,106.80","1,139.20","1,132.10","1,125.50","1,140.00",509.25,"1,46,33,780","16,47,02,82,643.35","1,91,485"
09-Oct-20,EQ,"1,095.10","1,113.30","1,088.45","1,093.70","1,111.20","1,106.80","1,100.16","1,124.00",509.25,"1,05,67,955","11,62,64,21,246.95","1,73,995"
08-Oct-20,EQ,"1,090.00","1,124.00","1,088.40","1,066.55","1,094.50","1,093.70","1,105.97","1,124.00",509.25,"2,14,83,024","23,75,96,56,745.85","3,86,362"
07-Oct-20,EQ,"1,044.90","1,072.00","1,035.50","1,055.75","1,070.10","1,066.55","1,053.29","1,072.00",509.25,"92,84,060","9,77,88,24,469.40","1,76,585"
06-Oct-20,EQ,"1,055.00","1,060.00","1,031.35","1,048.70","1,056.45","1,055.75","1,044.46","1,060.00",509.25,"90,90,819","9,49,49,83,883.60","2,05,608"
05-Oct-20,EQ,"1,018.05","1,054.90","1,018.05","1,017.65","1,047.60","1,048.70","1,043.67","1,054.90",509.25,"1,42,12,560","14,83,32,26,246.60","2,39,001"
01-Oct-20,EQ,"1,020.60","1,026.50","1,011.75","1,008.25","1,018.70","1,017.65","1,016.40","1,037.00",509.25,"55,63,432","5,65,46,50,743.35","1,22,973"
30-Sep-20,EQ,"1,009.00","1,023.95","1,005.00","1,009.00","1,006.00","1,008.25","1,011.93","1,037.00",509.25,"80,49,899","8,14,59,08,489.85","1,41,642"
29-Sep-20,EQ,"1,018.00","1,028.00","1,004.10","1,010.40","1,013.85","1,009.00","1,016.65","1,037.00",509.25,"87,08,572","8,85,35,58,129.85","1,84,552"
28-Sep-20,EQ,"1,014.80","1,016.15",998.5,"1,011.45","1,010.90","1,010.40","1,004.87","1,037.00",509.25,"85,54,583","8,59,62,34,609.15","1,65,917"
25-Sep-20,EQ,975.8,"1,014.90",975,975.4,"1,006.60","1,011.45",998.29,"1,037.00",509.25,"1,33,11,079","13,28,83,52,061.75","2,30,269"
24-Sep-20,EQ,"1,003.00","1,009.00",970,"1,019.75",977.75,975.4,986.71,"1,037.00",509.25,"1,44,27,463","14,23,57,38,439.90","2,73,411"
23-Sep-20,EQ,"1,020.15","1,037.00","1,008.10","1,007.50","1,019.85","1,019.75","1,024.08","1,037.00",509.25,"1,34,86,274","13,81,09,88,923.25","2,58,509"
22-Sep-20,EQ,"1,009.00","1,022.50",991.2,"1,009.90","1,008.00","1,007.50","1,007.79","1,031.00",509.25,"1,26,25,775","12,72,41,48,446.15","3,07,283"
21-Sep-20,EQ,"1,001.00","1,031.00","1,000.50","1,002.15","1,007.00","1,009.90","1,019.34","1,031.00",509.25,"1,41,40,790","14,41,42,21,200.50","2,84,118"
18-Sep-20,EQ,"1,011.00","1,018.80",999.1,"1,011.00","1,003.40","1,002.15","1,007.23","1,021.00",509.25,"1,28,97,897","12,99,11,32,019.30","2,28,827"
17-Sep-20,EQ,995,"1,021.00",995,"1,001.75","1,011.00","1,011.00","1,010.52","1,021.00",509.25,"1,56,28,308","15,79,27,64,185.70","3,40,784"
